Horodateur,Date de l'observation,Nom de l'observateur,Zone d'observation,Zone d'observation,Ordre,Famille,Genre,Espèce,Nombre,Sexe,Lien URL de l'image,Fiche technique,Remaques
01/06/2014 10:07:35,31/05/2014,Tifaeris,H23,,Lépidoptères,Noctuidae,Tyta,Noctuelle en deuil (Tyta luctuosa),1,,http://tifaeris.files.wordpress.com/2013/06/noctuelle-en-deuil1.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/noctuelle-en-deuil/,
01/06/2014 10:08:52,31/05/2014,Tifaeris,H23,,Odonates,Coenagrionidae,Coenagrion,Agrion jouvencelle (Coenagrion puella),1,Mâle,http://tifaeris.files.wordpress.com/2013/05/agrion-jouvencelle1.jpg,http://tifaeris.wordpress.com/insectes/odonates/agrion-jouvencelle/,
01/06/2014 10:10:16,31/05/2014,Tifaeris,H23,,Hyménoptères,Tenthredinidae,Selandria,Selandria serva,1,,http://tifaeris.files.wordpress.com/2014/06/selandria-serva.jpg,http://tifaeris.wordpress.com/insectes/hymenopteres/selandria-serva/,
01/06/2014 10:12:15,31/05/2014,Tifaeris,H23,,Diptères,Anthomyiidae,Anthomyia,Anthomyie pluviale (Anthomyia pluvialis),1,Mâle,http://tifaeris.files.wordpress.com/2014/06/anthomyie-pluviale-mc3a2le-avec-critc3a8res-2.jpg,http://tifaeris.wordpress.com/insectes/dipteres/anthomyia-sp/,
31/05/2014 00:02:23,30/05/2014,Tifaeris,B6,,Odonates,Libellulidae,Orthetrum,Orthétrum réticulé (Orthetrum cancellatum),1,,http://tifaeris.files.wordpress.com/2014/04/orthc3a9trum-rc3a9ticulc3a9-21.jpg,http://tifaeris.wordpress.com/insectes/odonates/orthetrum-reticule/,
31/05/2014 00:04:10,30/05/2014,Tifaeris,B6,,Hémiptères,Pentatomidae,Graphosoma,Punaise arlequin (Graphosoma italicum),10-15,,,http://tifaeris.wordpress.com/insectes/hemipteres/punaise-arlequin/,Totes rassemblées sur la même plante
30/05/2014 23:32:44,27/05/2014,Marie-Line D09,D13,,Odonates,Libellulidae,Orthetrum,Orthétrum à stylets blancs (Orthetrum albistylum),1,,,http://tifaeris.wordpress.com/insectes/odonates/orthetrum-a-stylets-blancs/,
30/05/2014 23:45:55,27/05/2014,Marie-Line D09,D14,,Odonates,Libellulidae,Orthetrum,Orthétrum réticulé (Orthetrum cancellatum),1,,https://www.flickr.com/photos/marielined09/14303506401/,http://tifaeris.wordpress.com/insectes/odonates/orthetrum-reticule/,
30/05/2014 23:49:40,27/05/2014,Marie-Line D09,D16,,Odonates,Libellulidae,Orthetrum,Orthétrum brun (Orthetrum brunneum),1,,https://www.flickr.com/photos/marielined09/14306276684/,-,
27/05/2014 21:48:35,25/05/2014,louisferries,F27,,Araignées,Thomisidae,Thomisus,Thomise enflée (Thomisus onustus),1,,https://www.flickr.com/photos/99251950@N08/14258574862/,http://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-enflee/,
27/05/2014 21:58:04,25/05/2014,louisferries,F27,,Coléoptères,Chrysomelidae,Cryptocephalus,Cryptocéphale à 2 points (Cryptocephalus bipunctatus),1,,https://www.flickr.com/photos/99251950@N08/14280889153/,-,
27/05/2014 22:09:40,25/05/2014,louisferries,F27,,Coléoptères,Scarabaeidae,Cetonia,Cétoine doré (Cetonia aurata),1,,,-,
27/05/2014 22:13:35,25/05/2014,louisferries,F27,,Lépidoptères,Nymphalidae,Pararge,Tircis (Pararge aegeria),1,,,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/tircis/,
27/05/2014 22:15:19,25/05/2014,louisferries,C22,,Lépidoptères,Zygaenidae,Zygaena,Zygène de la filipendule (Zygaena filipendulae),1,,,-,
27/05/2014 22:42:41,25/05/2014,Tifaeris,F27,,Hémiptères,Membracidae,Centrotus,Centrotus cornutus/chloroticus,1,,http://tifaeris.files.wordpress.com/2013/05/centrotus1.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/centrote-cornu-centrote-chloroticus/,
30/05/2014 23:55:28,24/05/2014,Tifaeris,F27,,Hémiptères,Scutelleridae,Eurygaster,-,1,,http://tifaeris.files.wordpress.com/2013/09/eurygaster-2.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/eurygaster/,
30/05/2014 23:57:39,24/05/2014,Tifaeris,B21,,Odonates,Coenagrionidae,Coenagrion,Agrion de Mercure (Coenagrion mercuriale),1,,http://tifaeris.files.wordpress.com/2014/05/agrion-de-mercure.jpg,http://tifaeris.wordpress.com/insectes/odonates/agrion-de-mercure/,
30/05/2014 23:59:20,24/05/2014,Tifaeris,B21,,Hyménoptères,Cephidae,Calameuta,Calameuta pygmaea,1,,http://tifaeris.files.wordpress.com/2014/05/calameuta-pygmaea-2.jpg,http://tifaeris.wordpress.com/insectes/hymenopteres/calameuta-pygmaea/,
31/05/2014 00:00:21,24/05/2014,Tifaeris,B21,,Diptères,Tachinidae,Zophomyia,Zophomyie ivre (Zophomyia temula),1,,http://tifaeris.files.wordpress.com/2014/05/zophomyie-ivre.jpg,http://tifaeris.wordpress.com/insectes/dipteres/zophomyie-ivre/,
21/05/2014 22:35:15,17/05/2014,Djokkos,G28,,Diptères,Syrphidae,Eristalis,-,1,Femelle,https://www.flickr.com/photos/113708506@N06/14028294519/,-,
27/05/2014 22:38:49,17/05/2014,Tifaeris,F27,,Lépidoptères,Oecophoridae,Alabonia,Oecophore nervurée (Alabonia geoffrella),2,,http://tifaeris.files.wordpress.com/2013/06/oecophore-nervurc3a9e.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/oecophore-nervuree/,
27/05/2014 22:40:55,17/05/2014,Tifaeris,F27,,Araignées,Thomisidae,Synema,Thomise globuleuse (Synema globosum),1,,http://tifaeris.files.wordpress.com/2013/05/thomise-globuleuse1.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-globuleuse/,
27/05/2014 22:44:02,17/05/2014,Tifaeris,F27,,Araignées,Araneidae,Araniella,-,1,,http://tifaeris.files.wordpress.com/2013/06/araniella3.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/araniella-genre/,
27/05/2014 22:46:11,17/05/2014,Tifaeris,F27,,Hémiptères,Coreidae,Coreus,Corée marginée (Coreus marginatus),4,,http://tifaeris.files.wordpress.com/2013/05/corc3a9e-maginc3a9e-2.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/coree-marginee/,Accouplements
23/06/2015 23:46:01,21/06/2015,Tifaeris,B6,,Coléoptères,Cerambycidae,Stictoleptura,Lepture porte-cœur (Stictoleptura cordigera),2,,https://tifaeris.files.wordpress.com/2013/07/lepture-porte-coeur-2.jpg?w=1024,https://tifaeris.wordpress.com/insectes/coleopteres/lepture-porte-coeur/,Accouplement
27/05/2014 22:58:08,17/05/2014,Tifaeris,F27,,Lépidoptères,Lycaenidae,Callophrys,Thècle de la ronce (Callophrys rubi),1,,http://tifaeris.files.wordpress.com/2013/06/thc3a8cle-de-la-ronce.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/argus-vert/,
27/05/2014 23:00:00,17/05/2014,Tifaeris,B6,,Coléoptères,Pyrochroidae,Pyrochroa,Cardinal à tête rouge (Pyrochroa serraticornis),1,,http://tifaeris.files.wordpress.com/2014/04/cardinal-c3a0-tc3aate-rouge1.jpg,http://tifaeris.wordpress.com/insectes/coleopteres/cardinal-a-tete-rouge/,
27/05/2014 23:02:31,17/05/2014,Tifaeris,B6,,Araignées,Sparassidae,Micrommata,Micrommata ligurina,1,Femelle,http://tifaeris.files.wordpress.com/2014/04/micrommata-ligurina2.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/micrommata-ligurina/,
27/05/2014 23:04:19,17/05/2014,Tifaeris,B6,,Lépidoptères,Tortricidae,Agapeta,Euxanthie du chardon (Agapeta hamana),1,,http://tifaeris.files.wordpress.com/2014/05/euxanthie-du-chardon.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/euxanthie-du-chardon/,
27/05/2014 23:08:08,17/05/2014,Tifaeris,B6,,Odonates,Aeshnidae,Anax,Anax empereur (Anax imperator),1,,http://tifaeris.files.wordpress.com/2013/06/anax-empereur2.jpg,http://tifaeris.wordpress.com/insectes/odonates/anax-empereur/,
17/07/2014 23:04:52,13/07/2014,Tifaeris,C9,,Coléoptères,Cerambycidae,Stictoleptura,Lepture rouge (Stictoleptura rubra),1,Femelle,http://tifaeris.files.wordpress.com/2014/07/lepture-rouge-3.jpg,http://tifaeris.wordpress.com/insectes/coleopteres/lepture-rouge/,
27/05/2014 23:11:35,17/05/2014,Tifaeris,C6,,Araignées,Salticidae,Heliophanus,-,1,Femelle,http://tifaeris.files.wordpress.com/2013/05/heliophanus1.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/heliophanus-cupreus/,
27/05/2014 23:13:52,17/05/2014,Tifaeris,D7,,Lépidoptères,Noctuidae,Rivula,Soyeuse (Rivula sericealis),1,,http://tifaeris.files.wordpress.com/2014/05/soyeuse.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/soyeuse/,
27/05/2014 23:21:36,17/05/2014,Tifaeris,D7,,Odonates,Platycnemididae,Platycnemis,Pennipatte bleuâtre (Platycnemis pennipes),1,Femelle,http://tifaeris.files.wordpress.com/2013/07/pennipatte-bleuc3a2tre3.jpg,http://tifaeris.wordpress.com/insectes/odonates/pennipatte-bleuatre/,
27/05/2014 23:24:43,17/05/2014,Tifaeris,D7,,Odonates,Libellulidae,Libellula,Libellule déprimée (Libellula depressa),1,Mâle,http://tifaeris.files.wordpress.com/2013/07/libellule-dc3a9primc3a9e2.jpg,http://tifaeris.wordpress.com/insectes/odonates/libellule-deprimee/,
27/05/2014 23:26:38,17/05/2014,Tifaeris,H24,,Lépidoptères,Crambidae,Crambus,Crambus pascuella/uliginosellus,1,,http://tifaeris.files.wordpress.com/2014/05/crambus-pascuella.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/crambus-pascuella/,
27/05/2014 23:28:13,17/05/2014,Tifaeris,H24,,Lépidoptères,Erebidae,Euclidia,Doublure jaune (Euclidia glyphica),2,,http://tifaeris.files.wordpress.com/2013/06/doublure-jaune2.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/doublure-jaune/,
27/05/2014 23:29:37,17/05/2014,Tifaeris,H24,,Araignées,Araneidae,Cyclosa,Cyclosa oculata,1,,http://tifaeris.files.wordpress.com/2013/07/cyclosa-oculata3.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/cyclosa-oculata/,
27/05/2014 23:30:36,17/05/2014,Tifaeris,H24,,Lépidoptères,Zygaenidae,Adscita,-,1,Mâle,http://tifaeris.files.wordpress.com/2013/05/turquoise.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/turquoise-adscita-jordanita/,
21/05/2014 00:33:39,10/05/2014,Tifaeris,B21,,Araignées,Sparassidae,Micrommata,Micrommata ligurina,1,Femelle,http://tifaeris.files.wordpress.com/2014/04/micrommata-ligurina-21.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/micrommata-ligurina/,
21/05/2014 00:35:34,10/05/2014,Tifaeris,B21,,Araignées,Araneidae,Mangora,Mangore petite-bouteille (Mangora acalypha),4-5,,http://tifaeris.files.wordpress.com/2013/06/mangore-petite-bouteille5.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/mangore-petite-bouteille-2/,
21/05/2014 00:37:01,10/05/2014,Tifaeris,B21,,Araignées,Thomisidae,Heriaeus,Heriaeus cf hirtus,1,,http://tifaeris.files.wordpress.com/2014/04/heriaeus.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/heriaeus-genre/,
21/05/2014 00:38:04,10/05/2014,Tifaeris,B21,,Araignées,Salticidae,Heliophanus,-,1,Femelle,http://tifaeris.files.wordpress.com/2013/05/heliophanus.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/heliophanus-cupreus/,
21/05/2014 00:40:04,10/05/2014,Tifaeris,B21,,Araignées,Philodromidae,Tibellus,-,1,,http://tifaeris.files.wordpress.com/2014/04/tibellus.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/tibellus-genre/,
21/05/2014 00:42:00,10/05/2014,Tifaeris,B21,,Araignées,Salticidae,Evarcha,Evarcha arcuata,1,Femelle,http://tifaeris.files.wordpress.com/2013/05/evarcha-arcuata-e29980-3.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/evarcha-arcuata-2/,
21/05/2014 00:44:09,10/05/2014,Tifaeris,H23,,Hémiptères,Membracidae,Centrotus,Centrotus cornutus/chloroticus,1,,http://tifaeris.files.wordpress.com/2013/05/centrotus.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/centrote-cornu-centrote-chloroticus/,
21/05/2014 00:45:48,10/05/2014,Tifaeris,H23,,Araignées,Araneidae,Nuctenea,Epeire des fissures (Nuctenea umbratica),1,Femelle,http://tifaeris.files.wordpress.com/2014/05/epeire-des-fissures.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-des-fissures/,
21/05/2014 00:46:58,10/05/2014,Tifaeris,H23,,Araignées,Thomisidae,Xysticus,-,2,,http://tifaeris.files.wordpress.com/2013/05/xysticus.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/genre-xysticus/,
21/05/2014 00:47:56,10/05/2014,Tifaeris,H23,,Hémiptères,Scutelleridae,Eurygaster,-,1,,http://tifaeris.files.wordpress.com/2013/09/eurygaster.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/eurygaster/,
21/05/2014 00:49:44,10/05/2014,Tifaeris,H23,,Hémiptères,Pentatomidae,Piezodorus,Punaise des genêts (Piezodorus lituratus),1,,http://tifaeris.files.wordpress.com/2014/05/punaise-des-genc3aats.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/punaise-des-genets/,
21/05/2014 00:51:24,10/05/2014,Tifaeris,H23,,Araignées,Araneidae,Araniella,-,1,Femelle,http://tifaeris.files.wordpress.com/2013/06/araniella2.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/araniella-genre/,
21/05/2014 00:52:30,10/05/2014,Tifaeris,H23,,Araignées,Thomisidae,Heriaeus,Heriaeus cf hirtus,1,,https://www.flickr.com/photos/tifaeris/14244598943/,http://tifaeris.wordpress.com/arachnides-2/arachnides/heriaeus-genre/,
21/05/2014 00:54:34,10/05/2014,Tifaeris,H24,,Névroptères,Ascalaphidae,Libelloides,Ascalaphe soufré (Libelloides coccajus),1,,http://tifaeris.files.wordpress.com/2013/06/ascalaphe-soufrc3a91.jpg,http://tifaeris.wordpress.com/insectes/neuropteres/ascalaphe-soufre/,
21/05/2014 00:55:52,10/05/2014,Tifaeris,H24,,Diptères,Rhagionidae,Rhagio,Rhagio tringarius,2,,http://tifaeris.files.wordpress.com/2014/05/rhagio-tringarius-2.jpg,http://tifaeris.wordpress.com/insectes/dipteres/rhagio-tringarius/,Accouplement
21/05/2014 00:56:29,10/05/2014,Tifaeris,H24,,Araignées,Thomisidae,Xysticus,-,2,,http://tifaeris.files.wordpress.com/2013/05/xysticus-2.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/genre-xysticus/,
17/05/2014 15:02:12,09/05/2014,Tifaeris,F20,,Lépidoptères,Noctuidae,Eublemma,Noctuelle purpurine (Eublemma purpurina),1,,http://tifaeris.files.wordpress.com/2014/05/noctuelle-purpurine-2.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/noctuelle-purpurine/,
17/05/2014 15:03:56,09/05/2014,Tifaeris,F20,,Lépidoptères,Tortricidae,Aethes,Aethes tesserana,1,,http://tifaeris.files.wordpress.com/2013/06/aethes-tesserana1.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/aethes-tesserana/,
17/05/2014 15:06:05,09/05/2014,Tifaeris,B21,,Araignées,Araneidae,Cyclosa,Cyclosa oculata,1,,http://tifaeris.files.wordpress.com/2013/07/cyclosa-oculata2.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/cyclosa-oculata/,
17/05/2014 15:07:15,09/05/2014,Tifaeris,B21,,Araignées,Salticidae,Evarcha,Evarcha arcuata,1,,http://tifaeris.files.wordpress.com/2013/05/evarcha-arcuata7.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/evarcha-arcuata-2/,
17/05/2014 15:09:10,09/05/2014,Tifaeris,B21,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),1,,http://tifaeris.files.wordpress.com/2013/06/epeire-de-velours5.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
17/05/2014 15:10:27,09/05/2014,Tifaeris,B21,,Diptères,Ulidiidae,Dorycera,-,1,,http://tifaeris.files.wordpress.com/2014/05/dorycera-sp.jpg,http://tifaeris.wordpress.com/insectes/dipteres/dorycera-genre/,
08/05/2014 21:58:09,05/05/2014,Marie-Line D09,D12,,Odonates,Libellulidae,Orthetrum,Orthétrum à stylets blancs (Orthetrum albistylum),1,,https://www.flickr.com/photos/marielined09/13930237887/,http://tifaeris.wordpress.com/insectes/odonates/orthetrum-a-stylets-blancs/,
08/05/2014 22:02:42,05/05/2014,Marie-Line D09,D13,,Odonates,Libellulidae,Libellula,Libellule fauve (Libellula fulva),1,,https://www.flickr.com/photos/marielined09/14113503611/,-,
08/05/2014 22:04:45,05/05/2014,Marie-Line D09,D13,,Hyménoptères,Vespidae,Vespa,Frelon européen (Vespa crabro),1,,https://www.flickr.com/photos/marielined09/14100005486/,-,
08/05/2014 22:06:54,05/05/2014,Marie-Line D09,D13,,Lépidoptères,Lycaenidae,Polyommatus,Azuré commun (Polyommatus icarus),1,,https://www.flickr.com/photos/marielined09/14123493284/,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/azure-commun/,Accouplement
12/05/2014 21:00:55,05/05/2014,danychou,I21,,Lépidoptères,Geometridae,Ematurga,Phalène picotée (Ematurga atomaria),2,,https://www.flickr.com/photos/36046278@N02/13952553050/,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/phalene-picotee/,Couple
11/05/2014 15:40:03,04/05/2014,Christophe RAMOS,B6,,Araignées,Tetragnathidae,Tetragnatha,-,5,,,http://tifaeris.wordpress.com/arachnides-2/arachnides/tetragnathes/,
11/05/2014 15:42:09,04/05/2014,Christophe RAMOS,B6,,Odonates,Coenagrionidae,Erythromma,Naïade aux yeux bleus (Erythromma lindenii) ,1,,,-,
11/05/2014 15:47:40,04/05/2014,Christophe RAMOS,B6,,Odonates,Lestidae,Sympecma,Leste brun (Sympecma fusca),1,,,http://tifaeris.wordpress.com/insectes/odonates/leste-brun/,
11/05/2014 15:50:17,04/05/2014,Christophe RAMOS,B6,,Araignées,Salticidae,Carrhotus,Saltique orangée (Carrhotus xanthogramma),4,,,http://tifaeris.wordpress.com/arachnides-2/arachnides/saltique-orangee/,
11/05/2014 15:51:34,04/05/2014,Christophe RAMOS,B21,,Lépidoptères,Lycaenidae,Lycaena,Cuivré fuligineux (Lycaena tityrus),2,Mâle,,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/cuivre-fuligineux/,
11/05/2014 15:52:38,04/05/2014,Christophe RAMOS,B21,,Lépidoptères,Nymphalidae,Coenonympha,Procris (Coenonympha pamphilus),3,,,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/procris/,
11/05/2014 15:54:29,04/05/2014,Christophe RAMOS,B21,,Lépidoptères,Lycaenidae,Polyommatus,Azuré commun (Polyommatus icarus),2,Mâle,,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/azure-commun/,
11/05/2014 15:57:48,04/05/2014,Christophe RAMOS,B21,,Lépidoptères,Nymphalidae,Melitaea,Mélitée des centaurées (Melitaea phoebe),2,,,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-des-centaurees/,Accouplement
11/05/2014 15:59:44,04/05/2014,Christophe RAMOS,B21,,Odonates,Libellulidae,Libellula,Libellule déprimée (Libellula depressa),1,Mâle,,http://tifaeris.wordpress.com/insectes/odonates/libellule-deprimee/,Immature
11/05/2014 16:01:41,04/05/2014,Christophe RAMOS,E19,,Lépidoptères,Lycaenidae,Cupido,Azuré de la faucille (Cupido alcetas),2,Mâle,,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/azure-de-la-faucille/,
11/05/2014 16:10:36,04/05/2014,Tifaeris,B6,,Araignées,Oxyopidae,Oxyopes,Oxyopes lineatus,4,,http://tifaeris.files.wordpress.com/2013/06/oxyopes-lineatus2.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/oxyopes-lineatus/,
11/05/2014 16:12:27,04/05/2014,Tifaeris,B6,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),10aine,,http://tifaeris.files.wordpress.com/2013/05/pisaure-admirable-32.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
11/05/2014 16:14:43,04/05/2014,Tifaeris,B6,,Araignées,Salticidae,Evarcha,Evarcha arcuata,2,Mâle,https://www.flickr.com/photos/tifaeris/13960928298/,http://tifaeris.wordpress.com/arachnides-2/arachnides/evarcha-arcuata-2/,
11/05/2014 16:16:13,04/05/2014,Tifaeris,B6,,Coléoptères,Chrysomelidae,Cryptocephalus,-,4,,http://tifaeris.files.wordpress.com/2014/05/cryptocephalus-sp-2.jpg,http://tifaeris.wordpress.com/insectes/coleopteres/cryptocephalus-sp/,
11/05/2014 16:18:20,04/05/2014,Tifaeris,B6,,Araignées,Salticidae,Philaeus,Saltique de Sloane (Philaeus chrysops),1,Femelle,http://tifaeris.files.wordpress.com/2013/06/saltique-de-sloane1.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/saltique-de-sloane/,
11/05/2014 16:20:06,04/05/2014,Tifaeris,B6,,Hémiptères,Alydidae,Micrelytra,Micrelytra fossularum,2,,http://tifaeris.files.wordpress.com/2014/04/micrelytra-fossularum1.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/micrelytra-fossularum/,Accouplement
11/05/2014 16:22:56,04/05/2014,Tifaeris,B21,,Hémiptères,Pentatomidae,Carpocoris,-,2,,http://tifaeris.files.wordpress.com/2014/05/pentatome-mc3a9ridional-punaise-des-fruits-c3a0-pointes-sombres-2.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/pentatome-meridional-punaise-des-fruits-a-pointes-sombres/,
11/05/2014 16:24:29,04/05/2014,Tifaeris,B21,,Lépidoptères,Lycaenidae,Aricia,Collier de corail (Aricia agestis),1,,http://tifaeris.files.wordpress.com/2013/07/collier-de-corail1.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/collier-de-corail/,
11/05/2014 16:26:19,04/05/2014,Tifaeris,B21,,Araignées,Thomisidae,Xysticus,-,1,,http://tifaeris.files.wordpress.com/2013/05/xysticus-sp4.jpg,http://tifaeris.wordpress.com/arachnides-2/arachnides/genre-xysticus/,
05/05/2014 22:07:58,30/04/2014,Marie-Line D09,C14,,Odonates,Libellulidae,Libellula,Libellule déprimée (Libellula depressa),1,Femelle,https://www.flickr.com/photos/marielined09/13896005818/,http://tifaeris.wordpress.com/insectes/odonates/libellule-deprimee/,
05/05/2014 22:17:32,30/04/2014,Marie-Line D09,C14,,Lépidoptères,Lycaenidae,Polyommatus,Azuré commun (Polyommatus icarus),2,,https://www.flickr.com/photos/marielined09/14095631763/in/photostream/,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/azure-commun/,
26/04/2014 21:40:11,24/04/2014,Panter-Pics,C15,,Lépidoptères,Pieridae,Anthocharis, Aurore (Anthocharis cardamines),2,,,-,
26/04/2014 21:42:33,24/04/2014,Panter-Pics,D18,,Lépidoptères,Papilionidae,Iphiclides,Flambé (Iphiclides podalirius),1,,,-,
26/04/2014 21:44:18,24/04/2014,Panter-Pics,B4,,Mécoptères,Panorpidae,Panorpa,-,4,,https://www.flickr.com/photos/panter-pics/14019153403/,http://tifaeris.wordpress.com/insectes/mecopteres/panorpa-genre/,
26/04/2014 21:45:52,24/04/2014,Panter-Pics,B4,,Araignées,Thomisidae,Synema,Thomise globuleuse (Synema globosum),2,,https://www.flickr.com/photos/panter-pics/14009247802/,http://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-globuleuse/,
24/04/2014 21:20:50,21/04/2014,François D09,E11,,Lépidoptères,Papilionidae,Iphiclides,Flambé (Iphiclides podalirius),1,,https://www.flickr.com/photos/francoisd09/13984988302/,,
26/04/2014 23:48:43,20/04/2014,Tifaeris,B21,,Lépidoptères,Lycaenidae,Lycaena,Cuivré fuligineux (Lycaena tityrus),1,,http://tifaeris.files.wordpress.com/2014/04/cuivrc3a9-fuligineux-e29982.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/cuivre-fuligineux/,
26/04/2014 23:50:22,20/04/2014,Tifaeris,B21,,Lépidoptères,Erebidae,Euclidia,Doublure jaune (Euclidia glyphica),1,,http://tifaeris.files.wordpress.com/2013/06/doublure-jaune-21.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/doublure-jaune/,
26/04/2014 23:51:44,20/04/2014,Tifaeris,B21,,Lépidoptères,Nymphalidae,Melitaea ,Mélitée des centaurées (Melitaea phoebe),1,,http://tifaeris.files.wordpress.com/2013/06/mc3a9litc3a9e-des-centaurc3a9es1.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-des-centaurees/,
26/04/2014 23:53:06,20/04/2014,Tifaeris,B21,,Lépidoptères,Lycaenidae,Lycaena,Cuivré commun (Lycaena phlaeas),1,,http://tifaeris.files.wordpress.com/2013/06/cuivrc3a9-commun2.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/cuivre-commun/,
26/04/2014 23:54:18,20/04/2014,Tifaeris,B21,,Lépidoptères,Nymphalidae,Coenonympha,Procris (Coenonympha pamphilus),1,,http://tifaeris.files.wordpress.com/2013/06/procris4.jpg,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/procris/,
26/04/2014 23:56:07,20/04/2014,Tifaeris,B21,,Hémiptères,Cercopidae,Cercopis,Cercope sanguin (Cercopis vulnerata),2,,http://tifaeris.files.wordpress.com/2013/06/cercope-sanguin.jpg,http://tifaeris.wordpress.com/insectes/hemipteres/cercope-sanguin/,
26/04/2014 23:57:45,20/04/2014,Tifaeris,B6,,Odonates,Libellulidae,Orthetrum,Orthétrum réticulé (Orthetrum cancellatum),1,,http://tifaeris.files.wordpress.com/2014/04/orthc3a9trum-rc3a9ticulc3a9.jpg,http://tifaeris.wordpress.com/insectes/odonates/orthetrum-reticule/,
12/07/2014 01:44:38,06/07/2014,M@P31,D9,,Coléoptères,Cerambycidae,Stictoleptura,Lepture porte-cœur (Stictoleptura cordigera),NC,,https://www.flickr.com/photos/77694144@N06/14584651911/,http://tifaeris.wordpress.com/insectes/coleopteres/lepture-porte-coeur/,
20/04/2014 15:21:29,19/04/2014,Christophe RAMOS,B6,,Odonates,Lestidae,Sympecma,Leste brun (Sympecma fusca),1,,,http://tifaeris.wordpress.com/insectes/odonates/leste-brun/,
20/04/2014 15:24:33,19/04/2014,Christophe RAMOS,B9,,Lépidoptères,Nymphalidae,Araschnia,Carte géographique (Araschnia levana),1,,,http://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/carte-geographique/,
