Horodateur,Date de l'observation,Nom de l'observateur,Zone d'observation,Zone d'observation,Ordre,Famille,Genre,Espèce,Nombre,Sexe,Lien URL de l'image,Fiche technique,Remaques
12/06/2015 21:59:44,06/06/2015,Tifaeris,H23,,Lépidoptères,Erebidae,Phragmatobia,Écaille cramoisie (Phragmatobia fuliginosa),1,,,https://tifaeris.wordpress.com/ecaille-cramoisie-phragmatobia-fuliginosa/,De nuit
12/06/2015 22:00:43,06/06/2015,Tifaeris,H23,,Lépidoptères,Saturniidae,Saturnia,Grand paon de nuit (Saturnia pyri),1,Mâle,https://tifaeris.files.wordpress.com/2015/06/grand-paon-de-nuit.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/grand-paon-de-nuit-saturnia-pyri/,De nuit
12/06/2015 22:01:38,06/06/2015,Tifaeris,H23,,Lépidoptères,Sphingidae,Deilephila,Grand sphinx de la vigne (Deilephila elpenor),3,,https://tifaeris.files.wordpress.com/2015/06/grand-sphinx-de-la-vigne-3.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/grand-sphinx-de-la-vigne-deilephila-elpenor/,De nuit
12/06/2015 22:03:29,06/06/2015,Tifaeris,H23,,Lépidoptères,Pyralidae,Oncocera,Phycide incarnat (Oncocera semirubella),1,,https://tifaeris.files.wordpress.com/2015/06/phycine-c3a9carlate.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/phycide-incarnat-oncocera-semirubella/,De nuit
12/06/2015 22:04:20,06/06/2015,Tifaeris,H23,,Lépidoptères,Pyralidae,Hypsopygia,Pyrale du fourrage (Hypsopygia costalis) ,1,,https://tifaeris.files.wordpress.com/2015/02/pyrale-du-fourrage.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/pyrale-du-fourrage/,De nuit
01/07/2015 23:00:47,06/06/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Apamea,Abromiade des steppes  (Apamea syriaca),1,,https://tifaeris.files.wordpress.com/2015/06/abromiade-des-steppes.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/abromiade-des-steppes-apamea-syriaca/,De nuit
01/07/2015 23:01:41,06/06/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Deltote,Albule (Deltote pygarga),2,,https://tifaeris.files.wordpress.com/2015/06/albule-2.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/albule-deltote-pygarga/,De nuit
01/07/2015 23:02:31,06/06/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Conisania,-,1,,https://tifaeris.files.wordpress.com/2015/06/conisania.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/conisania-sp-genre/,De nuit
01/07/2015 23:03:17,06/06/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Elaphria,Érastrie gracieuse (Elaphria venustula),2,,https://tifaeris.files.wordpress.com/2015/06/erastrie-gracieuse-2-2.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/erastrie-gracieuse-elaphria-venustula/,De nuit
01/07/2015 23:04:46,06/06/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Axylia,Noctuelle putride (Axylia putris),1,,https://tifaeris.files.wordpress.com/2015/06/noctuelle-putride.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/noctuelle-putride-axylia-putris/,De nuit
01/07/2015 23:05:44,06/06/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Charanyca,Noctuelle trilignée (Charanyca trigrammica),1,,https://tifaeris.files.wordpress.com/2015/06/noctuelle-trilignc3a9e.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/noctuelle-trilignee-charanyca-trigrammica/,De nuit
01/07/2015 23:07:44,06/06/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Oligia,-,3,,https://tifaeris.files.wordpress.com/2015/06/oligia-2.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/oligia-sp-genre/,De nuit
01/07/2015 23:10:20,06/06/2015,Tifaeris,H23,,Lépidoptères,Noctuidae,Agrotis,Point d’exclamation (Agrotis exclamationis),1,,https://tifaeris.files.wordpress.com/2015/06/point-dexclamation.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/point-dexclamation-agrotis-exclamationis/,De nuit
01/07/2015 23:11:12,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Idaea,Acidalie détournée (Idaea aversata),1,,https://tifaeris.files.wordpress.com/2015/06/acidalie-dc3a9tournc3a9e.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/acidalie-detournee-idaea-aversata/,De nuit
01/07/2015 23:12:12,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Idaea,Acidalie maigre (Idaea macilentaria),1,,https://tifaeris.files.wordpress.com/2015/06/acidalie-maigre.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/acidalie-maigre-idaea-macilentaria/,De nuit
01/07/2015 23:14:38,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Peribatodes,Boarmie rhomboïdale (Peribatodes rhomboidaria),1,,https://tifaeris.files.wordpress.com/2015/06/boarmie-rhomboc3afdale.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/boarmie-rhomboidale-peribatodes-rhomboidaria/,De nuit
01/07/2015 23:15:33,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Cabera,Cabère virginale (Cabera pusaria),1,,https://tifaeris.files.wordpress.com/2015/06/cabc3a8re-virginale.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/cabere-virginale-cabera-pusaria/,De nuit
01/07/2015 23:16:39,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Campaea,Céladon (Campaea margaritaria),1,,https://tifaeris.files.wordpress.com/2015/06/cc3a9ladon_.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/celadon-campaea-margaritaria/,De nuit
01/07/2015 23:17:31,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Thetidia,Émeraude (Thetidia smaragdaria),2,,https://tifaeris.files.wordpress.com/2015/06/emeraude-2.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/emeraude-thetidia-smaragdaria/,De nuit
01/07/2015 23:18:21,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Tephronia,Gymnospile commune (Tephronia sepiaria),1,,https://tifaeris.files.wordpress.com/2015/07/gymnospile-commune.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/gymnospile-commune-tephronia-sepiaria/,De nuit
01/07/2015 23:19:13,06/06/2015,Tifaeris,H23,,Lépidoptères,Geometridae,Idaea, Truie (Idaea biselata),1,,https://tifaeris.files.wordpress.com/2015/07/truie.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/truie-idaea-biselata/,De nuit
01/07/2015 23:20:05,06/06/2015,Tifaeris,H23,,Lépidoptères,Tortricidae,Celypha,Celypha rivulana,1,,https://tifaeris.files.wordpress.com/2015/06/celypha-rivulana.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/celypha-rivulana/,De nuit
01/07/2015 23:21:05,06/06/2015,Tifaeris,H23,,Lépidoptères,Tortricidae,Agapeta,Euxanthie du chardon (Agapeta hamana),1,,https://tifaeris.files.wordpress.com/2014/05/euxanthie-du-chardon.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/euxanthie-du-chardon/,De nuit
01/07/2015 23:21:49,06/06/2015,Tifaeris,H23,,Lépidoptères,Tortricidae,Notocelia,Notocelia uddmanniana,1,,https://tifaeris.files.wordpress.com/2015/06/notocelia-uddmanniana.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/notocelia-uddmanniana/,De nuit
01/07/2015 23:22:43,06/06/2015,Tifaeris,H23,,Lépidoptères,Tortricidae,Pandemis,Pandemis heparana,1,,https://tifaeris.files.wordpress.com/2015/06/pandemis-heparana.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/pandemis-heparana/,De nuit
01/07/2015 23:23:44,06/06/2015,Tifaeris,H23,,Lépidoptères,Tortricidae,Hedya,Petite houpette (Hedya salicella),1,,https://tifaeris.files.wordpress.com/2015/06/petite-houpette.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/petite-houpette-hedya-salicella/,De nuit
01/07/2015 23:23:59,06/06/2015,Tifaeris,H23,,Lépidoptères,Tortricidae,Hedya,Petite houpette (Hedya salicella),1,,https://tifaeris.files.wordpress.com/2015/06/petite-houpette.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/petite-houpette-hedya-salicella/,De nuit
01/07/2015 23:25:09,06/06/2015,Tifaeris,H23,,Lépidoptères,Erebidae,Arctia,Écaille fermière (Arctia villica),2,,https://tifaeris.files.wordpress.com/2015/06/c3a9caille-fermic3a8re.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/ecaille-fermiere-arctia-villica/,De nuit
01/07/2015 23:26:06,06/06/2015,Tifaeris,H23,,Lépidoptères,Notodontidae,Notodonta,Dromadaire (Notodonta tritophus),1,,https://tifaeris.files.wordpress.com/2015/06/dromadaire-2.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/dromadaire-notodonta-tritophus/,De nuit
01/07/2015 23:27:23,06/06/2015,Tifaeris,H23,,Lépidoptères,Notodontidae,Cerura,Hermine (Cerura erminea),1,,https://tifaeris.files.wordpress.com/2015/06/hermine.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/hermine-cerura-erminea/,De nuit
01/07/2015 23:28:11,06/06/2015,Tifaeris,H23,,Lépidoptères,Nolidae,Meganola,Nole blanche (Meganola albula),1,,https://tifaeris.files.wordpress.com/2015/06/nole-blanche.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/nole-blanche-meganola-albula/,De nuit
01/07/2015 23:29:06,06/06/2015,Tifaeris,H23,,Lépidoptères,Drepanidae,Tethea,Octogésime (Tethea ocularis),1,,https://tifaeris.files.wordpress.com/2015/06/octogc3a9sime.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/octogesime-tethea-ocularis/,De nuit
01/07/2015 23:29:53,06/06/2015,Tifaeris,H23,,Lépidoptères,Crambidae,Pleuroptya,Pyrale du houblon (Pleuroptya ruralis),1,,https://tifaeris.files.wordpress.com/2015/07/pyrale-du-houblon.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/pyrale-du-houblon-pleuroptya-ruralis/,De nuit
01/07/2015 23:30:38,06/06/2015,Tifaeris,H23,,Lépidoptères,Crambidae,Ostrinia,Pyrale du maïs (Ostrinia nubilalis),1,,https://tifaeris.files.wordpress.com/2015/07/pyrale-du-mac3afs-2.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/pyrale-du-mais-ostrinia-nubilalis/,De nuit
01/07/2015 23:31:33,06/06/2015,Tifaeris,H23,,Hémiptères,Corixidae,-,-,3,,https://tifaeris.files.wordpress.com/2015/06/corixidae.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/corises-corixidae-sp-famille/,De nuit
01/07/2015 23:32:22,06/06/2015,Tifaeris,H23,,Hémiptères,Miridae,Miridius,Miridius quadrivirgatus,1,,https://tifaeris.files.wordpress.com/2015/06/miridius-quadrivirgatus.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/miridius-quadrivirgatus/,De nuit
01/07/2015 23:33:33,06/06/2015,Tifaeris,H23,,Coléoptères,Tenebrionidae,Diaperis,Diaperis boleti,1,,https://tifaeris.files.wordpress.com/2015/06/diaperis-boleti.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/diaperis-boleti/,De nuit
28/07/2015 21:31:25,06/06/2015,Tifaeris,H23,,Hémiptères,Notonectidae,Notonecta,,10aines,,https://tifaeris.files.wordpress.com/2015/07/notonecte.jpg?w=1400&h=,https://tifaeris.wordpress.com/insectes/hemipteres/notonecta-sp-genre/,Dans la mare derrière le cabanon
28/07/2015 21:32:14,06/06/2015,Tifaeris,H23,,Diptères,Syrphidae,Eristalinus,Eristalinus sepulchralis,1,Mâle,https://tifaeris.files.wordpress.com/2015/07/eristalinus-sepulchralis-3.jpg?w=1400&h=,https://tifaeris.wordpress.com/insectes/dipteres/eristalinus-sepulchralis/,
02/06/2015 22:17:14,27/05/2015,Tifaeris,D19,,Araignées,Philodromidae,Tibellus,-,1,,https://tifaeris.files.wordpress.com/2014/04/tibellus2.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/tibellus-genre/,
02/06/2015 22:17:48,27/05/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Coenonympha,Procris (Coenonympha pamphilus),3,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/procris/,
02/06/2015 22:18:45,27/05/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Melitaea,Mélitée des centaurées (Melitaea phoebe),1,,https://tifaeris.files.wordpress.com/2013/06/mc3a9litc3a9e-des-centaurc3a9es4.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-des-centaurees/,
02/06/2015 22:19:33,27/05/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Melitaea,Mélitée du plantain (Melitaea cinxia),2,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-du-plantain/,
02/06/2015 22:21:13,27/05/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Melitaea,Mélitée des scabieuses (Melitaea parthenoides),1,,https://tifaeris.files.wordpress.com/2013/05/mc3a9litc3a9e-des-scabieuses3.jpg?w=1400&h=,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-des-scabieuses/,
02/06/2015 22:22:11,27/05/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Melitaea,-,1,,https://tifaeris.files.wordpress.com/2013/05/mc3a9litc3a9e-cf-scabieuse-6.jpg?w=1400&h=,-,Aberration chromatique
02/06/2015 22:23:24,27/05/2015,Tifaeris,B21,,Lépidoptères,Zygaenidae,Zygaena,Zygène du trèfle (Zygaena trifolii),5,,https://tifaeris.files.wordpress.com/2015/05/zygc3a8ne-du-trc3a8fle-21.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/zygene-du-trefle-zygaena-trifolii/,Accouplements
02/06/2015 22:24:41,27/05/2015,Tifaeris,B21,,Lépidoptères,Zygaenidae,Zygaena,Zygène de la filipendule (Zygaena filipendulae),1,,https://www.flickr.com/photos/christophe-ramos/18020570600/in/dateposted/,-,
02/06/2015 22:27:10,27/05/2015,Marie-Line D09,D12,,Odonates,Libellulidae,Libellula,Libellule fauve (Libellula fulva),1,,https://www.flickr.com/photos/marielined09/17567173174/in/dateposted/,-,
26/05/2015 23:56:37,26/05/2015,Tifaeris,C6,,Araignées,Thomisidae,Runcinia,Thomise pépin de raisin (Runcinia grammica),20aine minimum,,https://tifaeris.files.wordpress.com/2013/06/thomise-pc3a9pin-de-raisin-31.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-pepin-de-raisin/,Sur marguerites
26/05/2015 23:58:00,26/05/2015,Tifaeris,C6,,Araignées,Thomisidae,Synema,Thomise globuleuse (Synema globosum),2,,https://tifaeris.files.wordpress.com/2013/05/thomise-globuleuse-4.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-globuleuse/,Sur marguerites
26/05/2015 23:58:50,26/05/2015,Tifaeris,C6,,Araignées,Thomisidae,Xysticus,-,1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/genre-xysticus/,Sur marguerites
27/04/2014 00:00:53,20/04/2014,Tifaeris,B7,,Coléoptères,Cerambycidae,Morimus,Morime rugueux (Morimus asper),1,,http://tifaeris.files.wordpress.com/2014/04/morime-rugueux.jpg,http://tifaeris.wordpress.com/insectes/coleopteres/morime-rugueux/,
27/05/2015 00:01:22,26/05/2015,Tifaeris,C6,,Araignées,Thomisidae,Misumena,Thomise variable (Misumena vatia),1,Femelle,https://tifaeris.files.wordpress.com/2013/06/thomise-variable2.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-variable/,Sur marguerites
27/05/2015 00:02:13,26/05/2015,Tifaeris,C6,,Araignées,Thomisidae,Thomisus,Thomise enflée (Thomisus onustus),1,,https://tifaeris.files.wordpress.com/2013/05/thomise-enflc3a9e-22.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-enflee/,Sur marguerites
27/05/2015 00:03:22,26/05/2015,Tifaeris,C6,,Coléoptères,Scarabaeidae,Tropinota,-,10aines,,,https://tifaeris.wordpress.com/insectes/coleopteres/tropinota-sp-genre/,Sur marguerites
27/05/2015 00:04:03,26/05/2015,Tifaeris,C6,,Coléoptères,Scarabaeidae,Oxythyrea,Cétoine grise (Oxythyrea funesta),10aines,,,https://tifaeris.wordpress.com/insectes/coleopteres/cetoine-grise/,Sur marguerites
01/07/2015 00:00:49,27/06/2015,Tifaeris,C9,,Coléoptères,Cerambycidae,Stenopterus,Sténoptère roux (Stenopterus rufus),1,,,https://tifaeris.wordpress.com/insectes/coleopteres/stenoptere-roux/,
27/05/2015 00:05:53,26/05/2015,Tifaeris,C9,,Coléoptères,Scarabaeidae,Oxythyrea,Cétoine grise (Oxythyrea funesta),2,,,https://tifaeris.wordpress.com/insectes/coleopteres/cetoine-grise/,Accouplement
27/05/2015 00:08:13,26/05/2015,Tifaeris,C9,,Lépidoptères,Noctuidae,Rivula,Soyeuse (Rivula sericealis),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/soyeuse/,
15/07/2015 23:06:18,26/05/2015,Tifaeris,C9,,Diptères,Athericidae,Atherix,Atherix ibis,1,Femelle,https://tifaeris.files.wordpress.com/2015/07/atherix-ibis.jpg,https://tifaeris.wordpress.com/insectes/dipteres/atherix-ibis/,
08/05/2015 22:33:18,08/05/2015,Tifaeris,F11,,Trichoptères,Leptoceridae,Mystacides,-,4,,,https://tifaeris.wordpress.com/insectes/trichopteres/mystacides-azureusnigra/,
08/05/2015 22:35:48,08/05/2015,Tifaeris,F11,,Lépidoptères,Nymphalidae,Lasiommata,Mégère (Lasiommata megera),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/megere/,
08/05/2015 22:37:10,08/05/2015,Tifaeris,F20,,Araignées,Salticidae,Heliophanus,-,1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/heliophanus-cupreus/,
08/05/2015 22:38:10,08/05/2015,Tifaeris,F20,,Araignées,Salticidae,Evarcha,Evarcha arcuata,1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/evarcha-arcuata-2-2/,
08/05/2015 22:39:16,08/05/2015,Tifaeris,F20,,Odonates,Coenagrionidae,Ischnura,Ischnure élégante (Ischnura elegans),1,Femelle,https://tifaeris.files.wordpress.com/2013/05/ischnure-c3a9lc3a9gante7.jpg,https://tifaeris.wordpress.com/insectes/odonates/ischnure-elegante/,
08/05/2015 22:40:02,08/05/2015,Tifaeris,F20,,Odonates,Lestidae,Sympecma,Leste brun (Sympecma fusca),1,Femelle,https://tifaeris.files.wordpress.com/2013/06/leste-brun6.jpg,https://tifaeris.wordpress.com/insectes/odonates/leste-brun/,
08/05/2015 22:40:44,08/05/2015,Tifaeris,F20,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),1,Femelle,https://tifaeris.files.wordpress.com/2013/05/pisaure-admirable-29.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
08/05/2015 22:41:17,08/05/2015,Tifaeris,F20,,Araignées,Araneidae,Agalenatea,Epeire de velours (Agalenatea redii),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/epeire-de-velours/,
08/05/2015 22:41:58,08/05/2015,Tifaeris,E19,,Lépidoptères,Nymphalidae,Pararge,Tircis (Pararge aegeria),1,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/tircis/,
08/05/2015 22:42:38,08/05/2015,Tifaeris,E19,,Coléoptères,Scarabaeidae,Oxythyrea,Cétoine grise (Oxythyrea funesta),2,,,https://tifaeris.wordpress.com/insectes/coleopteres/cetoine-grise/,
08/05/2015 22:43:29,08/05/2015,Tifaeris,E19,,Coléoptères,Chrysomelidae,Cryptocephalus,-,1,,https://tifaeris.files.wordpress.com/2014/05/cryptocephalus-sp1.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/cryptocephalus-sp/,
08/05/2015 22:44:24,08/05/2015,Tifaeris,E19,,Hémiptères,Rhopalidae,Rhopalus,Rhopalus subrufus,1,,https://tifaeris.files.wordpress.com/2014/04/rhopalus-subrufus1.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/rhopalus-subrufus/,
08/05/2015 22:45:11,08/05/2015,Tifaeris,D19,,Diptères,Syrphidae,Sphaerophoria,-,1,Mâle,,https://tifaeris.wordpress.com/insectes/dipteres/sphaerophoria-genre/,
08/05/2015 22:46:09,08/05/2015,Tifaeris,D19,,Lépidoptères,Hesperiidae,Pyrgus,-,1,,https://tifaeris.files.wordpress.com/2015/04/pyrgus-sp.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/pyrgus-genre/,
08/05/2015 22:46:59,08/05/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Coenonympha,Procris (Coenonympha pamphilus),2,,,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/procris/,
08/05/2015 22:48:00,08/05/2015,Tifaeris,B21,,Lépidoptères,Crambidae,Crambus,Crambus pascuella/uliginosellus,1,,https://tifaeris.files.wordpress.com/2014/05/crambus-pascuella-uliginosellus1.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/crambus-pascuella/,
08/05/2015 22:48:18,08/05/2015,Tifaeris,B21,,Lépidoptères,Crambidae,Crambus,Crambus pascuella/uliginosellus,1,,https://tifaeris.files.wordpress.com/2014/05/crambus-pascuella-uliginosellus1.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/crambus-pascuella/,
08/05/2015 22:48:58,08/05/2015,Tifaeris,B21,,Lépidoptères,Nymphalidae,Melitaea,Mélitée du plantain (Melitaea cinxia),1,,https://tifaeris.files.wordpress.com/2013/06/mc3a9litc3a9e-du-plantain6.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/melitee-du-plantain/,
08/05/2015 22:50:58,08/05/2015,Tifaeris,B21,,Lépidoptères,Lycaenidae,Lycaena,Cuivré commun (Lycaena phlaeas),1,,https://tifaeris.files.wordpress.com/2013/06/cuivrc3a9-commun4.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/cuivre-commun/,
08/05/2015 22:52:19,08/05/2015,Tifaeris,B21,,Névroptères,Ascalaphidae,Libelloides,Ascalaphe soufré (Libelloides coccajus),1,,https://tifaeris.files.wordpress.com/2013/06/ascalaphe-soufrc3a92.jpg,https://tifaeris.wordpress.com/insectes/neuropteres/ascalaphe-soufre/,
08/05/2015 22:53:20,08/05/2015,Tifaeris,B21,,Lépidoptères,Erebidae,Euclidia,Doublure jaune (Euclidia glyphica),1,,https://tifaeris.files.wordpress.com/2013/06/doublure-jaune4.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/doublure-jaune/,
08/05/2015 22:55:22,08/05/2015,Tifaeris,B21,,Hémiptères,Pentatomidae,Eurydema,Punaise ornée du chou (Eurydema ornata),1,,https://tifaeris.files.wordpress.com/2014/03/punaise-ornc3a9e-du-chou1.jpg,https://tifaeris.wordpress.com/insectes/hemipteres/punaise-ornee-du-chou/,
25/05/2015 21:26:32,08/05/2015,Tifaeris,B21,,Lépidoptères,Lycaenidae,Cupido,Azuré de la faucille (Cupido alcetas),1,,https://tifaeris.files.wordpress.com/2014/05/azurc3a9-de-la-faucille1.jpg?w=1024,https://tifaeris.wordpress.com/insectes/lepidopteres/rhopaloceres-de-jour/azure-de-la-faucille/,
25/05/2015 21:27:51,08/05/2015,Tifaeris,B21,,Lépidoptères,Zygaenidae,Zygaena,Zygène du trèfle (Zygaena trifolii),2,,https://tifaeris.files.wordpress.com/2015/05/zygc3a8ne-du-trc3a8fle-4.jpg,https://tifaeris.wordpress.com/insectes/lepidopteres/heteroceres-de-nuit/zygene-du-trefle-zygaena-trifolii/,
25/05/2015 21:29:26,08/05/2015,Tifaeris,E19,,Coléoptères,Chrysomelidae,Cryptocephalus,Cryptocéphale à corselet rugueux (Cryptocephalus rugicollis),1,,https://tifaeris.files.wordpress.com/2015/05/cryptocc3a9phale-c3a0-corselet-rugueux-2.jpg,https://tifaeris.wordpress.com/insectes/coleopteres/cryptocephale-a-corselet-rugueux-cryptocephalus-rugicollis/,
19/05/2015 22:57:54,07/05/2015,Tifaeris,E11,,Diptères,Asilidae,Laphria,Laphria ephippium,1,,https://tifaeris.files.wordpress.com/2015/05/laphria-ephippium-2.jpg,https://tifaeris.wordpress.com/insectes/dipteres/laphria-ephippium/,
25/05/2015 21:25:09,05/05/2015,Tifaeris,D19,,Diptères,Sciomyzidae,Limnia,-,1,,https://tifaeris.files.wordpress.com/2015/05/limnia-unguicornis.jpg,https://tifaeris.wordpress.com/insectes/dipteres/limnia-sp-genre/,
02/05/2015 21:19:12,02/05/2015,Tifaeris,F27,,Coléoptères,Scarabaeidae,Valgus,Valgue hémiptère (Valgus hemimpterus),1,,,https://tifaeris.wordpress.com/insectes/coleopteres/valgue-hemiptere/,
02/05/2015 21:19:41,02/05/2015,Tifaeris,D19,,Coléoptères,Chrysomelidae,Galeruca,-,1,Femelle,,https://tifaeris.wordpress.com/insectes/coleopteres/galeruca-sp-genre/,
02/05/2015 21:20:23,02/05/2015,Tifaeris,D19,,Coléoptères,Cleridae,Trichodes,Clairon des ruches (Trichodes alvearius),1,,,https://tifaeris.wordpress.com/insectes/coleopteres/clairon-des-ruches/,
02/05/2015 21:20:49,02/05/2015,Tifaeris,D19,,Araignées,Pisauridae,Pisaura,Pisaure admirable (Pisaura mirabilis),3,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/pisaure-admirable/,
02/05/2015 21:21:39,02/05/2015,Tifaeris,D19,,Araignées,Philodromidae,Tibellus,-,1,,https://tifaeris.files.wordpress.com/2014/04/tibellus1.jpg,https://tifaeris.wordpress.com/arachnides-2/arachnides/tibellus-genre/,
02/05/2015 21:22:44,02/05/2015,Tifaeris,E19,,Coléoptères,Scarabaeidae,Oxythyrea,Cétoine grise (Oxythyrea funesta),5,,,https://tifaeris.wordpress.com/insectes/coleopteres/cetoine-grise/,Sur marguerites
02/05/2015 21:23:55,02/05/2015,Tifaeris,E19,,Araignées,Thomisidae,Runcinia,Thomise pépin de raisin (Runcinia grammica),3,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-pepin-de-raisin/,Sur marguerites
02/05/2015 21:24:43,02/05/2015,Tifaeris,E19,,Araignées,Thomisidae,Thomisus,Thomise enflée (Thomisus onustus),1,,,https://tifaeris.wordpress.com/arachnides-2/arachnides/thomise-enflee/,Sur marguerites
